customer_id,first_name,last_name,birth_date,enrollment_date,customer_segment,employer_id,email,phone,address_city,address_state
CUS000187,Ronald,Marshall,1985-05-17,2024-01-11,Mass Market,EMP0441,ronald.marshall@gmail.com,215.563.9891x32302,Christopherberg,MN
CUS000188,Rebecca,Turner,1991-05-18,2020-08-05,Mass Market,EMP0239,rebecca.turner@yahoo.com,814.916.8938x50464,Ericafurt,DE
CUS000189,Patty,Williams,2003-05-18,2021-08-17,High Net Worth,EMP0443,patty.williams@gmail.com,(686)817-3895,New Brianport,SC
CUS000190,William,Ward,1940-05-17,2024-01-16,Mass Market,EMP0391,william.ward@yahoo.com,001-307-823-4515,Fieldsstad,HI
CUS000191,Sarah,Johnson,1961-05-17,2022-10-15,Mass Market,EMP0484,sarah.johnson@yahoo.com,+1-414-843-0419x686,Johnfurt,MT
CUS000192,Brenda,Campbell,1981-05-17,2020-04-09,Mass Market,EMP0254,brenda.campbell@gmail.com,(332)777-3171x122,East Ashley,RI
CUS000193,Christopher,Johnson,1966-05-18,2022-06-01,Mass Market,EMP0136,christopher.johnson@yahoo.com,426.617.8682x7609,West Kristine,WA
CUS000194,Christopher,Wood,1983-05-18,2023-03-13,Mass Market,EMP0186,christopher.wood@yahoo.com,+1-774-343-7062,East Eric,OK
CUS000195,Crystal,Norton,1963-05-18,2021-07-26,Affluent,EMP0320,crystal.norton@hotmail.com,+1-609-378-1069x780,Fryeland,UT
CUS000196,Melissa,Miller,1992-05-17,2024-06-15,Ultra High Net Worth,EMP0286,melissa.miller@gmail.com,3464410661,Fosterfurt,MS
CUS000197,Ruben,Young,1991-05-18,2020-04-02,Mass Market,EMP0366,ruben.young@gmail.com,001-818-255-3287,Port Jason,MI
CUS000198,Steven,Spencer,1995-05-18,2022-11-21,Mass Market,EMP0477,steven.spencer@gmail.com,001-864-979-7354,Greenville,SC
CUS000199,April,Sullivan,1990-05-18,2022-11-04,Affluent,EMP0273,april.sullivan@gmail.com,(608)229-9557x330,East Andre,NY
CUS000200,Kristin,Allen,1966-05-18,2022-01-24,Mass Market,EMP0057,kristin.allen@yahoo.com,719.749.2926x34162,Jonathonhaven,NE
CUS000201,Gregory,Le,1986-05-18,2021-06-27,Ultra High Net Worth,EMP0401,gregory.le@gmail.com,247-814-9548,West Phillip,WY
CUS000202,David,Matthews,1977-05-17,2020-12-15,Mass Market,EMP0370,david.matthews@yahoo.com,001-382-888-7631x08107,East Jennifertown,SC
CUS000203,Destiny,Callahan,1995-05-18,2023-12-05,Mass Market,EMP0010,destiny.callahan@hotmail.com,836.831.3580x28170,East Richard,NH
CUS000204,Tracy,Thompson,1971-05-18,2022-04-20,Mass Market,EMP0314,tracy.thompson@hotmail.com,551-560-5599x0520,New Marissachester,NM
CUS000205,Chase,Cook,1994-05-18,2023-02-22,Mass Market,EMP0340,chase.cook@yahoo.com,001-900-760-8933x430,North Cathyburgh,NM
CUS000206,Nicholas,Espinoza,1983-05-18,2022-12-27,Mass Market,EMP0182,nicholas.espinoza@hotmail.com,936.984.0784,Collinsmouth,UT
CUS000207,Larry,Shepherd,1950-05-18,2021-01-28,Ultra High Net Worth,EMP0143,larry.shepherd@gmail.com,(245)568-1573,Leeview,OK
CUS000208,Larry,Wallace,1966-05-18,2023-11-14,Affluent,EMP0163,larry.wallace@hotmail.com,652.868.8185,North Nancystad,NM
CUS000209,Derrick,Ramirez,1978-05-18,2023-03-20,Affluent,EMP0195,derrick.ramirez@hotmail.com,(747)208-0576x33228,Lake Steven,MT
CUS000210,Ryan,Pace,1991-05-18,2024-01-02,Mass Market,EMP0474,ryan.pace@gmail.com,001-445-804-0515x02938,South Leah,NH
CUS000211,Alex,Nguyen,1987-05-18,2024-08-22,Mass Market,EMP0478,alex.nguyen@gmail.com,3259647916,Johnfort,OK
CUS000212,Laura,Roberts,1971-05-18,2023-04-16,Mass Market,EMP0026,laura.roberts@hotmail.com,997.238.4219x91750,Jonesburgh,TX
CUS000213,Jonathan,Lynch,1999-05-18,2022-04-26,Mass Market,EMP0242,jonathan.lynch@hotmail.com,712-498-3379x629,New Melissachester,CT
CUS000214,John,Houston,1991-05-18,2022-09-01,Mass Market,EMP0103,john.houston@hotmail.com,(725)566-3601x6514,Jenniferberg,WI
CUS000215,Rick,Shelton,1949-05-17,2020-07-02,Affluent,EMP0119,rick.shelton@yahoo.com,296-318-0049,Johnland,OH
CUS000216,Rebecca,Pena,1970-05-18,2020-12-26,High Net Worth,EMP0019,rebecca.pena@hotmail.com,(978)899-5030x361,Cobbtown,MT
CUS000217,Cameron,Cochran,1970-05-18,2020-01-19,Mass Market,EMP0309,cameron.cochran@gmail.com,325.999.1962x9049,Angelafurt,CT
CUS000218,Makayla,King,1961-05-17,2020-10-01,High Net Worth,EMP0240,makayla.king@yahoo.com,(853)617-8244x685,North Travisbury,LA
CUS000219,David,Hernandez,1965-05-17,2023-08-20,Mass Market,EMP0096,david.hernandez@gmail.com,+1-752-658-6074,Lake Nicole,AL
CUS000220,Danielle,Proctor,1985-05-17,2024-03-30,Mass Market,EMP0313,danielle.proctor@hotmail.com,(518)473-2353x8153,Lake Hollytown,SD
CUS000221,Dustin,Vincent,2001-05-17,2023-10-02,Mass Market,EMP0072,dustin.vincent@yahoo.com,566-390-1702,New Peterburgh,NM
CUS000222,Jennifer,Sanders,1988-05-17,2022-07-03,Affluent,EMP0489,jennifer.sanders@yahoo.com,(306)650-2676x2975,North Makaylafort,MI
CUS000223,Maria,Dawson,1977-05-17,2022-01-06,Affluent,EMP0032,maria.dawson@yahoo.com,283-754-1768x42972,South Stephen,TX
CUS000224,Seth,Cameron,1981-05-17,2022-10-26,High Net Worth,EMP0455,seth.cameron@hotmail.com,646.892.9975x494,Lake Kimbury,VA
CUS000225,Jennifer,Hodges,1953-05-17,2021-08-27,Mass Market,EMP0114,jennifer.hodges@yahoo.com,438-272-4460x426,Simonville,IA
CUS000226,Miranda,Day,1971-05-18,2023-05-25,Mass Market,EMP0360,miranda.day@hotmail.com,+1-722-821-2195x17037,South Davidburgh,OK
CUS000227,Amber,Harper,1950-05-18,2023-10-25,Affluent,EMP0448,amber.harper@yahoo.com,+1-712-486-0293x8816,Yolandabury,CO
CUS000228,Felicia,Palmer,1999-05-18,2023-03-01,Mass Market,EMP0425,felicia.palmer@yahoo.com,392.889.4202x612,Lindaview,OK
CUS000229,Julie,Mcclure,1999-05-18,2022-12-01,Mass Market,EMP0349,julie.mcclure@hotmail.com,001-821-482-8858x069,Port Gabriellaside,IN
CUS000230,Rebekah,Hays,1960-05-17,2022-07-01,Affluent,EMP0233,rebekah.hays@gmail.com,688.263.6027,Port Josephberg,FL
CUS000231,Alexander,James,1982-05-18,2023-10-09,Affluent,EMP0371,alexander.james@hotmail.com,(790)591-6474x058,Leonardbury,AK
CUS000232,Brian,Mccoy,1987-05-18,2020-04-02,Mass Market,EMP0359,brian.mccoy@yahoo.com,846.331.4157x87257,East Karen,CA
CUS000233,Zachary,Davis,1999-05-18,2022-04-17,Mass Market,EMP0070,zachary.davis@hotmail.com,283-478-3892x269,Rochaland,WY
CUS000234,Blake,Contreras,1939-05-18,2022-02-22,Mass Market,EMP0470,blake.contreras@gmail.com,+1-633-969-4574x613,Michaelport,MO
CUS000235,Alexis,Martinez,1954-05-18,2021-12-13,Mass Market,EMP0276,alexis.martinez@hotmail.com,(680)205-0325,South Hayleyville,MT
CUS000236,Adam,Montgomery,1952-05-17,2024-03-28,Mass Market,EMP0153,adam.montgomery@yahoo.com,(519)254-0333,West Brandy,NJ
CUS000237,Devin,Snyder,1962-05-18,2021-05-21,Mass Market,EMP0080,devin.snyder@yahoo.com,5856384535,Harmonburgh,LA
CUS000238,Andrew,Mitchell,1974-05-18,2020-02-02,Mass Market,EMP0035,andrew.mitchell@hotmail.com,403-463-8784x0043,Bradleyberg,CT
CUS000239,Thomas,Hanna,1994-05-18,2020-03-31,Mass Market,EMP0120,thomas.hanna@hotmail.com,(539)504-6505x61396,Port Hailey,OH
CUS000240,David,Hopkins,1994-05-18,2024-02-07,Mass Market,EMP0296,david.hopkins@yahoo.com,644.548.7230,West Andrew,RI
CUS000241,Jacob,Rubio,1968-05-17,2023-09-14,Mass Market,EMP0212,jacob.rubio@gmail.com,(311)238-2067x6382,Sonyafort,MD
CUS000242,Calvin,Davis,1958-05-18,2022-05-24,Mass Market,EMP0025,calvin.davis@hotmail.com,(571)208-2500x54811,Johnmouth,MN
CUS000243,Cynthia,Huff,1950-05-18,2022-04-16,Mass Market,EMP0193,cynthia.huff@hotmail.com,(259)656-2133x07365,East Jessica,ID
CUS000244,Kevin,Johnson,1960-05-17,2021-09-07,High Net Worth,EMP0074,kevin.johnson@yahoo.com,(508)385-2796,New Stephenhaven,NJ
CUS000245,Connie,Spence,1978-05-18,2020-10-01,Mass Market,EMP0131,connie.spence@gmail.com,+1-823-319-6289x0319,East Douglas,IN
CUS000246,Jason,Cortez,1973-05-17,2020-07-08,Mass Market,EMP0425,jason.cortez@gmail.com,958.263.2960,Mackland,IL
CUS000247,Wesley,Vaughn,1963-05-18,2021-01-20,Affluent,EMP0301,wesley.vaughn@hotmail.com,001-829-444-7543x41589,Baileyfurt,WA
CUS000248,Brittany,Ortega,1978-05-18,2021-11-12,Mass Market,EMP0466,brittany.ortega@gmail.com,334-247-8059x16671,North Nicoleburgh,AL
CUS000249,Katherine,Fisher,1952-05-17,2024-03-24,Mass Market,EMP0125,katherine.fisher@yahoo.com,+1-258-361-3775,West Sylvia,VT
CUS000250,Daniel,Shaffer,1989-05-17,2024-05-07,Mass Market,EMP0239,daniel.shaffer@gmail.com,558-999-4857x35493,New Ashleyberg,OH
CUS000251,Patricia,Love,1984-05-17,2022-10-15,Mass Market,EMP0412,patricia.love@yahoo.com,(303)713-6532,New Clarenceland,WA
CUS000252,Courtney,Johnson,1985-05-17,2020-04-03,Mass Market,EMP0114,courtney.johnson@gmail.com,688.609.6237x5545,Sheliatown,WV
CUS000253,Zachary,Ford,1995-05-18,2021-02-05,Mass Market,EMP0195,zachary.ford@hotmail.com,401.950.8494x4525,Hernandezland,OR
CUS000254,Monique,Frederick,1980-05-17,2024-08-09,Mass Market,EMP0371,monique.frederick@gmail.com,406-403-8399,Myersmouth,TN
CUS000255,Jonathan,Mathews,1961-05-17,2021-12-22,Mass Market,EMP0369,jonathan.mathews@hotmail.com,+1-410-236-5676x04884,New Sarah,OH
CUS000256,Elizabeth,Grant,1990-05-18,2020-06-01,High Net Worth,EMP0343,elizabeth.grant@hotmail.com,001-464-998-6899,South Nathan,AR
CUS000257,Amanda,Wolfe,1962-05-18,2021-04-18,Mass Market,EMP0078,amanda.wolfe@gmail.com,6538775226,Johnstonland,AL
CUS000258,Grace,Miller,2004-05-17,2023-07-30,Affluent,EMP0316,grace.miller@hotmail.com,362-911-6938x3037,West Sara,NM
CUS000259,Michelle,Clark,1980-05-17,2022-04-22,Mass Market,EMP0272,michelle.clark@gmail.com,(365)285-9212x8001,South Tammyberg,WA
CUS000260,Jonathan,Martinez,1978-05-18,2023-11-30,Affluent,EMP0413,jonathan.martinez@yahoo.com,(243)604-8797,West Kenneth,ID
CUS000261,Samantha,Rodriguez,1992-05-17,2023-06-23,Mass Market,EMP0418,samantha.rodriguez@hotmail.com,582.779.3793,Port Gregorytown,MN
CUS000262,Alexandria,Ramirez,1939-05-18,2022-07-29,Mass Market,EMP0357,alexandria.ramirez@hotmail.com,001-441-478-4223x4914,North Dennis,IA
CUS000263,Michael,Robinson,2003-05-18,2022-02-15,Mass Market,EMP0244,michael.robinson@gmail.com,6783057683,East Morganland,AR
CUS000264,Melissa,Gray,1997-05-17,2022-06-07,Affluent,EMP0170,melissa.gray@hotmail.com,3974936323,North Tamara,OR
CUS000265,Sharon,Brown,1979-05-18,2023-11-18,High Net Worth,EMP0244,sharon.brown@hotmail.com,703.813.8744,Mcintoshfurt,LA
CUS000266,Heather,Horton,1954-05-18,2023-02-28,Affluent,EMP0092,heather.horton@yahoo.com,981-474-4303x704,Port Jessica,MA
CUS000267,Nancy,Stanley,1957-05-17,2023-12-30,Affluent,EMP0476,nancy.stanley@hotmail.com,817.270.7833x520,East Danielbury,CA
CUS000268,Samantha,Grant,1990-05-18,2022-03-07,Affluent,EMP0277,samantha.grant@gmail.com,(361)229-7359,Scotthaven,MI
CUS000269,Kaitlyn,Sanchez,1991-05-18,2021-12-09,Mass Market,EMP0224,kaitlyn.sanchez@hotmail.com,770.555.8185x235,North Tamara,IA
CUS000270,Kimberly,Henderson,1938-05-18,2021-10-30,Mass Market,EMP0140,kimberly.henderson@hotmail.com,520.549.4100x103,South Brittanyfort,NH
CUS000271,Sabrina,Ortega,1988-05-17,2023-10-24,Mass Market,EMP0195,sabrina.ortega@hotmail.com,+1-275-613-4193x1565,Janeside,CO
CUS000272,Alec,Mendoza,1966-05-18,2020-06-17,Mass Market,EMP0195,alec.mendoza@hotmail.com,001-327-997-6772x6900,New Deborah,VA
CUS000273,Melissa,Ramos,1975-05-18,2020-08-06,Mass Market,EMP0483,melissa.ramos@hotmail.com,+1-603-951-3581x425,Angelahaven,MD
CUS000274,Debra,Chambers,2000-05-17,2020-06-27,Mass Market,EMP0230,debra.chambers@yahoo.com,822-290-9555,Brandonville,OK
CUS000275,Thomas,Macdonald,1999-05-18,2021-12-25,Mass Market,EMP0306,thomas.macdonald@hotmail.com,2264240624,Monteschester,RI
CUS000276,Kim,Saunders,1985-05-17,2022-03-05,Affluent,EMP0372,kim.saunders@gmail.com,001-738-961-2766x016,East Stevehaven,OK
CUS000277,Crystal,Hunter,1959-05-18,2020-12-13,Mass Market,EMP0155,crystal.hunter@yahoo.com,211-425-6071x61318,West Elizabethtown,LA
CUS000278,Andrew,Meza,1991-05-18,2022-05-12,Mass Market,EMP0401,andrew.meza@gmail.com,484.558.0440,East Judy,CA
CUS000279,Scott,Ayala,1987-05-18,2021-02-04,Mass Market,EMP0070,scott.ayala@gmail.com,(266)801-9699x996,Juliantown,MD
CUS000280,Alyssa,Marquez,1965-05-17,2021-11-05,Mass Market,EMP0221,alyssa.marquez@hotmail.com,+1-637-235-0333x1466,Millerburgh,TN
CUS000281,Dan,Davidson,1966-05-18,2023-11-24,Mass Market,EMP0161,dan.davidson@gmail.com,2874383580,East Davidfort,ID
CUS000282,Tracy,Houston,1935-05-18,2024-05-20,Mass Market,EMP0193,tracy.houston@yahoo.com,(919)555-2351,Port Stephanieborough,LA
CUS000283,David,Rocha,1947-05-18,2021-02-13,Mass Market,EMP0280,david.rocha@gmail.com,(236)825-9635,New Alan,ID
CUS000284,Eric,Barnes,1936-05-17,2021-03-05,Mass Market,EMP0150,eric.barnes@gmail.com,+1-721-359-6429,Lake Jessica,VT
CUS000285,Jessica,Johnson,2006-05-18,2021-09-12,Mass Market,EMP0338,jessica.johnson@hotmail.com,(690)726-2242,East Matthewside,GA
CUS000286,William,Ramirez,1996-05-17,2023-05-09,Mass Market,EMP0206,william.ramirez@yahoo.com,(781)696-0505,Jeffreyhaven,OH
CUS000287,Gina,Henry,1958-05-18,2022-01-06,Affluent,EMP0416,gina.henry@gmail.com,+1-442-983-5892x6713,South George,OH
CUS000288,Eddie,Smith,1973-05-17,2023-09-08,Affluent,EMP0086,eddie.smith@hotmail.com,833-454-7494,New Christopherbury,TN
CUS000289,Julie,Wyatt,1938-05-18,2021-11-10,Ultra High Net Worth,EMP0221,julie.wyatt@hotmail.com,237-584-7729x74954,South Peter,CT
CUS000290,Ian,Santos,1992-05-17,2022-11-28,Mass Market,EMP0353,ian.santos@yahoo.com,764-253-8903x44695,Christineton,OR
CUS000291,Chris,Anderson,1981-05-17,2023-10-23,Mass Market,EMP0257,chris.anderson@yahoo.com,001-933-457-2304,West Dawnmouth,GA
CUS000292,Karen,Thomas,1995-05-18,2020-06-24,Mass Market,EMP0482,karen.thomas@yahoo.com,357-558-1094,South Brianfort,WA
CUS000293,Joshua,Roach,1984-05-17,2021-02-27,Mass Market,EMP0179,joshua.roach@gmail.com,623.845.8951x1726,Port Joseph,NM
CUS000294,Andrew,Hickman,1981-05-17,2021-09-06,Mass Market,EMP0364,andrew.hickman@hotmail.com,9162482071,Jonathanshire,DE
CUS000295,Michelle,Hahn,1955-05-18,2020-12-02,High Net Worth,EMP0380,michelle.hahn@gmail.com,5553971232,Jeffreymouth,KS
CUS000296,Jeffrey,Black,1990-05-18,2022-05-23,Ultra High Net Worth,EMP0119,jeffrey.black@hotmail.com,+1-588-752-6013x6446,Wallacestad,MT
CUS000297,David,Ruiz,1990-05-18,2024-02-19,Affluent,EMP0102,david.ruiz@hotmail.com,619.472.3455x305,New Tiffanyborough,NH
CUS000298,Jill,Chambers,1963-05-18,2021-02-25,Mass Market,EMP0361,jill.chambers@hotmail.com,947-661-6101x63636,Amberbury,CA
CUS000299,Andrew,Rose,1992-05-17,2021-02-07,Mass Market,EMP0135,andrew.rose@yahoo.com,944-895-1345,New Autumntown,TX
CUS000300,Michael,Moody,1979-05-18,2023-06-05,Mass Market,EMP0059,michael.moody@yahoo.com,001-616-992-7466x2572,Martinezville,MN
CUS000301,Justin,Green,1956-05-17,2023-12-16,Affluent,EMP0471,justin.green@yahoo.com,411.278.5578x864,West Johnmouth,SC
CUS000302,Steven,Allen,1993-05-17,2021-05-03,Mass Market,EMP0094,steven.allen@yahoo.com,+1-740-518-2505x353,West Rachel,MS
CUS000303,Jared,Rodriguez,1991-05-18,2020-10-09,Mass Market,EMP0217,jared.rodriguez@gmail.com,(766)776-7178,North Ryanshire,ID
CUS000304,Erica,Weaver,1975-05-18,2022-09-29,Mass Market,EMP0096,erica.weaver@yahoo.com,7093764825,Wardhaven,MA
CUS000305,Thomas,Frost,1939-05-18,2022-09-19,Mass Market,EMP0418,thomas.frost@yahoo.com,7022385274,Phillipsborough,MO
CUS000306,Jennifer,Sanders,1979-05-18,2022-10-04,Mass Market,EMP0431,jennifer.sanders@hotmail.com,986-224-3559,Hollowaymouth,NH
CUS000307,Joshua,Hudson,1973-05-17,2021-03-27,Mass Market,EMP0141,joshua.hudson@hotmail.com,433-705-7684,Robertsstad,IA
CUS000308,Austin,Brown,1986-05-18,2024-05-01,Affluent,EMP0282,austin.brown@hotmail.com,930.629.5071,South Michaelbury,NC
CUS000309,Kimberly,Jones,1972-05-17,2024-08-13,Ultra High Net Worth,EMP0278,kimberly.jones@hotmail.com,669.398.1711x749,Hernandezburgh,WI
CUS000310,Jeffrey,Tanner,1944-05-17,2020-07-28,Affluent,EMP0335,jeffrey.tanner@hotmail.com,(906)750-2632x684,North Traci,WI
CUS000311,Kimberly,Howell,1986-05-18,2024-07-30,Mass Market,EMP0444,kimberly.howell@yahoo.com,(970)324-2312,Adamsville,DE
CUS000312,Michael,Simon,1969-05-17,2023-06-03,Affluent,EMP0085,michael.simon@yahoo.com,001-656-747-4984x8757,Tonyaside,SC
CUS000313,Alisha,Becker,1989-05-17,2022-12-26,Mass Market,EMP0276,alisha.becker@gmail.com,(621)740-0630x141,Lake Bryan,HI
CUS000314,Samuel,Caldwell,1942-05-18,2022-11-19,Ultra High Net Worth,EMP0348,samuel.caldwell@hotmail.com,+1-510-825-1128x4469,Lake James,CT
CUS000315,Tiffany,Hill,1974-05-18,2020-09-16,Affluent,EMP0068,tiffany.hill@gmail.com,(948)334-6556,Jenniferton,KS
CUS000316,Karen,Johnson,1985-05-17,2023-03-28,Affluent,EMP0322,karen.johnson@yahoo.com,965.941.4717,Rickychester,NE
CUS000317,Kevin,David,1981-05-17,2024-03-15,Mass Market,EMP0480,kevin.david@hotmail.com,606.581.6004x4162,Lake Phyllisland,MS
CUS000318,Emily,Reeves,1965-05-17,2024-02-09,Mass Market,EMP0498,emily.reeves@hotmail.com,437.201.6912x982,North Courtney,NJ
CUS000319,Natalie,Graham,1984-05-17,2022-05-29,Affluent,EMP0254,natalie.graham@gmail.com,+1-809-659-4132,Heatherburgh,LA
CUS000320,Robert,Murray,1986-05-18,2022-09-20,Affluent,EMP0458,robert.murray@yahoo.com,478-866-6318,North Christinechester,UT
CUS000321,Melissa,Rogers,1974-05-18,2022-07-30,Mass Market,EMP0476,melissa.rogers@hotmail.com,+1-509-465-4869x10547,Brittanyland,HI
CUS000322,Bradley,Bradford,1981-05-17,2023-11-11,High Net Worth,EMP0452,bradley.bradford@gmail.com,(689)740-4349x575,North Tammyland,TN
CUS000323,Brandon,Patterson,1967-05-18,2021-05-27,Mass Market,EMP0341,brandon.patterson@gmail.com,468.867.4318x4994,East Anthonymouth,TN
CUS000324,James,Trujillo,1963-05-18,2024-03-26,Mass Market,EMP0336,james.trujillo@hotmail.com,001-350-434-6710,Kingport,CO
CUS000325,Philip,Colon,1992-05-17,2020-09-28,Mass Market,EMP0266,philip.colon@yahoo.com,952.687.6577x7689,Lake Rachelhaven,UT
CUS000326,Laurie,Bowers,1975-05-18,2022-05-14,Affluent,EMP0245,laurie.bowers@hotmail.com,+1-804-963-8615x252,Justinborough,CA
CUS000327,Amy,Taylor,2004-05-17,2022-01-22,High Net Worth,EMP0071,amy.taylor@hotmail.com,(329)659-0326x629,Lake Patrick,MO
CUS000328,Jeffrey,Morales,1995-05-18,2023-02-27,Mass Market,EMP0333,jeffrey.morales@hotmail.com,749.227.1901x9811,Stephenfurt,HI
CUS000329,Kimberly,Medina,1952-05-17,2020-11-06,High Net Worth,EMP0316,kimberly.medina@hotmail.com,516-602-3906x431,Johnsonchester,UT
CUS000330,Erica,West,2000-05-17,2020-09-09,Mass Market,EMP0197,erica.west@gmail.com,+1-634-256-8081,Roberthaven,MN
CUS000331,Joshua,Black,1985-05-17,2023-08-13,Mass Market,EMP0284,joshua.black@yahoo.com,8787014059,Jacobton,RI
CUS000332,Greg,Dodson,1966-05-18,2023-09-10,High Net Worth,EMP0106,greg.dodson@gmail.com,404.494.3822,Princeshire,ND
CUS000333,Laura,Taylor,1979-05-18,2020-04-21,Affluent,EMP0407,laura.taylor@yahoo.com,324.687.8134,East Danielstad,KS
CUS000334,Kimberly,Kennedy,1983-05-18,2023-05-01,Mass Market,EMP0456,kimberly.kennedy@yahoo.com,(312)559-3490x03843,Lake Nathaniel,AL
CUS000335,Gregory,Swanson,1971-05-18,2023-03-10,Mass Market,EMP0280,gregory.swanson@hotmail.com,001-635-892-2503x37408,Christopherport,UT
CUS000336,Sara,Roberts,2005-05-17,2020-05-18,Mass Market,EMP0111,sara.roberts@yahoo.com,+1-721-570-5070x60213,Delgadoberg,AZ
CUS000337,Patty,Garcia,1959-05-18,2022-10-23,Affluent,EMP0217,patty.garcia@gmail.com,509-389-0701x634,Port Brandon,VT
CUS000338,Victoria,Leonard,1993-05-17,2021-09-26,Mass Market,EMP0472,victoria.leonard@yahoo.com,(906)877-7617x678,Richardsonfort,IN
CUS000339,Jessica,Roy,1991-05-18,2023-07-23,Affluent,EMP0333,jessica.roy@gmail.com,(322)428-5457,Port Anthony,UT
CUS000340,Aaron,Fox,1966-05-18,2021-05-03,Mass Market,EMP0045,aaron.fox@gmail.com,+1-325-289-1245x9898,West Amanda,NV
CUS000341,Paul,Mckay,1981-05-17,2024-02-27,Affluent,EMP0090,paul.mckay@gmail.com,368.638.9470x003,Carolynland,DE
CUS000342,John,Sanchez,2007-05-18,2021-12-11,Mass Market,EMP0401,john.sanchez@yahoo.com,252-538-0971x438,East Lisaberg,WA
CUS000343,John,Richards,1964-05-17,2021-07-04,Affluent,EMP0061,john.richards@yahoo.com,842-682-4842,Butlerfurt,WY
CUS000344,Donna,Garcia,1985-05-17,2020-05-10,Mass Market,EMP0500,donna.garcia@hotmail.com,001-364-399-5319,Alexandraville,OR
CUS000345,Kelly,Livingston,1993-05-17,2020-04-23,Mass Market,EMP0291,kelly.livingston@gmail.com,+1-797-535-6865x6900,New Valerie,HI
CUS000346,David,Juarez,1967-05-18,2023-10-12,Affluent,EMP0117,david.juarez@hotmail.com,321-607-3809x117,South Erikamouth,WV
CUS000347,Brian,Miller,1995-05-18,2022-08-24,Mass Market,EMP0472,brian.miller@yahoo.com,415.909.7471,West Heidiville,GA
CUS000348,Jonathan,Walton,1994-05-18,2021-05-23,Mass Market,EMP0369,jonathan.walton@yahoo.com,4455175899,Fuentesside,MA
CUS000349,Scott,Leon,2003-05-18,2023-10-10,High Net Worth,EMP0092,scott.leon@gmail.com,552-962-1936x081,South Brandyside,IA
CUS000350,Mary,Austin,1995-05-18,2022-08-10,High Net Worth,EMP0397,mary.austin@gmail.com,001-583-803-4299x89532,Lake Robinfurt,MD
CUS000351,Ashley,Spencer,2002-05-18,2021-02-14,Mass Market,EMP0402,ashley.spencer@yahoo.com,421-711-4545,East Victoriashire,MD
CUS000352,Kara,Watson,1976-05-17,2022-10-07,Ultra High Net Worth,EMP0398,kara.watson@gmail.com,4937489812,West Jeremy,IL
CUS000353,Zachary,Hernandez,1996-05-17,2022-04-19,Mass Market,EMP0278,zachary.hernandez@hotmail.com,+1-767-580-8506x026,Meganfurt,MN
CUS000354,Richard,Dorsey,1965-05-17,2022-02-09,Affluent,EMP0373,richard.dorsey@gmail.com,001-995-577-3962,West Derrick,MD
CUS000355,Molly,Garcia,1989-05-17,2020-05-02,Ultra High Net Worth,EMP0073,molly.garcia@yahoo.com,6367231038,Lake Frank,VA
CUS000356,Melissa,Mcdonald,1974-05-18,2022-11-30,Mass Market,EMP0459,melissa.mcdonald@hotmail.com,442.920.4516x948,Karamouth,MS
CUS000357,Timothy,White,1993-05-17,2023-07-29,Affluent,EMP0039,timothy.white@yahoo.com,+1-838-325-4455x129,Hallview,PA
CUS000358,Jessica,Hernandez,1994-05-18,2021-06-18,High Net Worth,EMP0475,jessica.hernandez@gmail.com,382.392.0823x29009,Port Melinda,MT
CUS000359,Jonathan,Jackson,1985-05-17,2020-06-01,High Net Worth,EMP0070,jonathan.jackson@yahoo.com,+1-906-576-0854x7169,Bradleyberg,WY
CUS000360,Betty,Kim,1995-05-18,2022-07-09,Mass Market,EMP0209,betty.kim@yahoo.com,757.998.1267,Huntmouth,DE
CUS000361,Brandon,Edwards,1984-05-17,2022-08-06,Mass Market,EMP0062,brandon.edwards@yahoo.com,5039747053,Port Samanthachester,CO
CUS000362,Jodi,Davis,1986-05-18,2021-11-02,Mass Market,EMP0365,jodi.davis@yahoo.com,001-824-368-7282x2289,North Jessica,KS
CUS000363,Victor,Bridges,1959-05-18,2021-06-16,Affluent,EMP0090,victor.bridges@hotmail.com,(985)673-3451,Lake Davidland,AK
CUS000364,Brandon,Dean,2001-05-17,2020-07-27,Affluent,EMP0072,brandon.dean@yahoo.com,001-908-281-8554x9471,Port Chad,DE
CUS000365,Joanna,Gay,2007-05-18,2024-08-13,Mass Market,EMP0352,joanna.gay@hotmail.com,+1-325-336-2511x4079,South Georgemouth,SD
CUS000366,Brittany,Ellis,1942-05-18,2020-06-02,Mass Market,EMP0034,brittany.ellis@hotmail.com,920.534.1394x336,Annachester,IL
CUS000367,Jason,Nielsen,1997-05-17,2024-08-25,Affluent,EMP0063,jason.nielsen@yahoo.com,+1-224-702-4656x0845,Gordonton,AZ
CUS000368,Alan,Carlson,1970-05-18,2022-03-19,Mass Market,EMP0196,alan.carlson@yahoo.com,001-927-328-8764,Lake Jodimouth,UT
CUS000369,Melissa,Lloyd,1944-05-17,2021-07-17,Mass Market,EMP0453,melissa.lloyd@hotmail.com,358-364-1446x1565,Nancyborough,GA
CUS000370,Angela,Allen,1956-05-17,2022-10-18,Mass Market,EMP0282,angela.allen@yahoo.com,560-595-4435,South Chelsea,NM
CUS000371,Gloria,Lawrence,2007-05-18,2021-02-12,Affluent,EMP0409,gloria.lawrence@gmail.com,+1-363-620-8443x50311,South Mariebury,ND
CUS000372,James,Smith,1950-05-18,2024-05-20,Affluent,EMP0246,james.smith@hotmail.com,424.336.0038x0484,Gutierrezhaven,OH
